tamura_e2_10,tamura_e2_10
tamura_e5_2,tamura_e5_2
tamura_e5_4_1,tamura_e5_4_1
tamura_e5_17,tamura_e5_17
tamura_e5_582_1,tamura_e5_582_1
tamura_e6_9,tamura_e6_9
tamura_e6_10,tamura_e6_10
tamura_f3_3_1,tamura_f3_3_1
tamura_f4_21,tamura_f4_21
tamura_f4_27,tamura_f4_27
tamura_IVVII_354,tamura_ivvii_354
tamura_sk4_1,tamura_sk4_1
tamura_sk8_81,tamura_sk8_81
tamura_SX4_863,tamura_sx4_863
tamura_VII_138,tamura_vii_138
tamura_VII_234,tamura_vii_234
tochu_88,tochu_11
tokuzo_495,tokuzo_495
tokuzo_496,tokuzo_496
tsukinawate1990_18,tsukinawate_1990_18
tsukinawate1990_19,tsukinawate_1990_19
tsukinawate1990_21,tsukinawate_1990_21
tsukinawate1990_23,tsukinawate_1990_23
tsukinawate1990_24,tsukinawate_1990_24
tsukinawate1990_44,tsukinawate_1990_44
tsukinawate1990_134,tsukinawate_1990_134
tsukinawate1994_39,tsukinawate_1994_39
tsukinawate1994_43,tsukinawate_1994_43
tsukinawate1994_63,tsukinawate_1994_63
tsukinawate1994_88,tsukinawate_1994_88
tsuko_5_3,tsuko_5_3
tsuko_41_2,tsuko_41_2
tsuko_47_4,tsuko_47_4
tsuko_74_1,tsuko_74_1
tsuko_89_2,tsuko_89_2
tsuko_94_2,tsuko_94_2
tsuko_123_1,tsuko_123_1
tsuko_128_1,tsuko_128_1
tsuko_148_5,tsuko_148_5
tsuko_148_7,tsuko_148_7
tsuko_172_1,tsuko_172_1
tsuko_216_1,tsuko_216_1
tsushima_2_284,tsushima_2_284
tsushima_2_285,tsushima_2_285
uemitani_117,uemitani_117
umaki_96,umaki_96
umaki_134,umaki_134
wakaekita121_2,wakaekita_121_2
wakaekita124_9,wakaekita_124_9
waniishi_47,waniishi_47
waniishi_143,waniishi_143
yano162_3,yano_162_3
yano162_8,yano_162_8
yano166_7,yano_166_7
yano167_6,yano_167_6
yano167_7,yano_167_7
yano167_8,yano_167_8
yano173_4,yano_173_4
yano174_10,yano_174_10
yano174_11,yano_174_11
yano175_1,yano_175_1
yano175_6,yano_175_6
yano244_9,yano_244_9
yano244_11,yano_244_11
yano251_12,yano_251_12
yano255_1,yano_255_1
yano256_3,yano_256_3
yano287_5,yano_287_5
yano288_1,yano_288_1
yano356_9,yano_356_9
yo_yanagase_386,yo_yanagase_386
yo_yanagase_390,yo_yanagase_390
yokoro_59,yokoro_59
yokoro_71,yokoro_71
yoshinaga4_44,yoshinaga_4_44
yoshinaga4_45,yoshinaga_4_45
yoshinaga4_46,yoshinaga_4_46
yoshinaga4_47,yoshinaga_4_47
yoshinaga4_48,yoshinaga_4_48
yoshinaga4_49,yoshinaga_4_49
yoshinaga4_61,yoshinaga_4_61
yoshinaga4_65,yoshinaga_4_65
yoshinaga4_76,yoshinaga_4_76
yoshinaga4_81,yoshinaga_4_81
yoshinaga4_87,yoshinaga_4_87
yoshinaga4_104,yoshinaga_4_104
yoshinaga4_112,yoshinaga_4_112
yoshinaga4_115,yoshinaga_4_115
yoshinaga4_146,yoshinaga_4_146
yoshinaga5_56,yoshinaga_5_56
yoshinaga5_60,yoshinaga_5_60
yoshinaga5_61,yoshinaga_5_61
yoshinaga5_65,yoshinaga_5_65
yoshinaga5_67,yoshinaga_5_67
yoshinaga5_69,yoshinaga_5_69
yunobe_175,yunobe_175
